37.7891061,-122.3054728
38.1700624,-122.2659526
33.84028,-117.9621765
33.834212,-117.9094369
40.4477628,-122.3001895
37.966513,-121.774019
34.4960799,-117.1897508
34.139005,-118.024396
40.8561178,-124.0889229
40.880127,-124.0845543
0,0
35.4964374,-120.6676046
37.3604983,-120.5891453
38.8896062,-121.0692587
0,0
36.0013625,-120.1329152
34.127086,-117.911757
35.3782047,-119.0385863
35.324898,-119.0198271
0,0
34.0867784,-117.951077
33.9308066,-116.8767679
34.8896849,-117.0231015
33.966231,-118.14672
33.8799511,-118.1112331
37.0795525,-122.0828919
38.0842325,-122.1591931
37.8809238,-122.3030285
34.250465,-116.8242962
34.24421600000001,-116.909072
39.413212,-121.714183
37.3676149,-118.3953259
37.9108034,-122.6973755
33.264179,-116.377289
32.9850911,-115.5372061
33.9174441,-117.9069844
37.9279799,-121.7065921
37.685302,-122.402079
33.8484667,-118.0023878
34.178014,-118.3576631
32.6736676,-115.5159682
34.228021,-119.0295301
38.656538,-121.007751
33.3480451,-117.4119323
37.2871036,-121.9527672
34.2170808,-118.6041281
33.1378479,-117.2652844
33.1155454,-117.2631326
33.8233103,-118.2810759
37.6961132,-122.0809353
36.767407,-121.755723
35.449336,-120.906341
37.601996,-120.947872
33.8486694,-118.0601449
34.2471972,-118.5932894
39.7261023,-121.8322658
33.9972873,-117.6890859
33.958298,-117.678162
32.6247698,-116.9976715
32.6160058,-117.0333054
32.6593575,-116.9519414
32.64305,-116.94692
32.6255009,-116.9766023
32.6148255,-117.0234122
32.622376,-116.9560236
38.7090096,-121.291335
34.1150003,-117.720759
38.959293,-122.6464239
0,0
36.8186946,-119.7135046
33.6692749,-116.173441
33.8974778,-118.2190765
37.9683442,-122.0311242
39.921631,-122.191405
33.8745783,-117.5538749
33.7450784,-117.4638836
33.9665665,-117.5671012
33.9823256,-117.5758284
33.8521369,-117.5573859
33.971583,-117.590826
32.6921518,-117.1664562
37.9262987,-122.5269173
33.6690603,-117.8935312
41.7521226,-124.2017944
33.9596499,-118.174563
34.0151036,-118.3877277
33.8182831,-118.0536681
37.6897112,-122.4722506
38.5569238,-121.743349
35.7759206,-119.2420169
37.4268051,-120.7861339
33.9623716,-116.510128
34.0292244,-117.7946067
38.44178,-121.8187935
33.919509,-118.121334
34.1233827,-117.9938893
34.1360058,-117.9755981
37.7105105,-121.8784509
0,0
32.7999147,-116.9195447
32.7833394,-116.9686023
32.795886,-115.5569299
38.6826809,-121.074868
33.919783,-118.4120501
38.4027045,-121.3390596
38.4296888,-121.4189832
38.45057329999999,-121.4165921
38.397838,-121.435152
33.0526106,-117.2867675
33.074011,-117.3048584
33.034163,-117.283405
34.1858495,-118.5114407
33.0783151,-117.0605834
40.7997536,-124.1514135
38.24656,-122.06281
38.2773089,-121.9512023
34.39307,-118.926799
36.8680271,-120.4634535
33.9834182,-118.2520705
38.673376,-121.137442
34.1531498,-117.4662841
34.080821,-117.440489
37.5566658,-122.2684064
34.817942,-118.8880631
37.5477609,-121.9654384
36.80368240000001,-119.7813747
36.8446283,-119.7790511
36.8010098,-119.8433991
36.7799498,-119.6852249
36.72864089999999,-119.7455622
36.7537682,-119.7735807
36.6921819,-119.829812
36.8776772,-119.7476282
33.8673819,-117.939147
38.250262,-121.298296
33.7641532,-117.9665659
33.8766044,-118.2965478
33.9126499,-118.3166936
37.0232665,-121.5847423
34.1718517,-118.2292847
34.1379829,-117.8611096
36.506854,-121.439046
39.216814,-121.072603
36.3113051,-121.2570269
39.3662261,-121.6948105
37.8398482,-120.226556
35.121738,-120.609989
36.3289624,-119.6510558
33.8276249,-118.0799555
33.9227778,-118.3612645
37.6328395,-122.0644821
37.6653212,-122.0958651
38.6231579,-122.875394
33.8647088,-118.3950658
34.1189277,-118.1801858
36.8416864,-121.3841314
34.1682591,-118.3819981
33.7177501,-118.0066204
33.7339518,-117.9982195
33.7411928,-116.7202655
32.5762789,-117.1233937
0,0
33.9547441,-118.3294592
33.9693494,-118.3599261
33.9723841,-118.3442063
38.3460186,-120.9331481
33.6317417,-117.833713
33.7068537,-117.7974129
34.1041809,-117.93428
33.0708614,-116.5916891
36.2093715,-121.1400069
33.9367423,-117.9594752
32.7883392,-117.0051254
34.035455,-117.993176
33.7145923,-116.2851067
33.67089199999999,-116.3036413
34.1081552,-117.7672134
33.544371,-117.6406648
33.5933833,-117.7019839
33.5603949,-117.7169329
33.6865944,-117.3956477
33.6243761,-117.3076828
33.6708868,-117.6602743
34.2710219,-118.397234
32.8575736,-116.9196904
37.8262218,-121.2988276
37.82007,-121.2755711
32.7390081,-117.0294384
36.3026392,-119.786766
38.8878787,-121.2889997
37.6756377,-121.7530101
38.1163395,-121.2886038
34.6607371,-120.4577239
36.6022403,-118.0620057
33.7666764,-118.1680061
33.7782199,-118.2013841
33.8068623,-118.0970609
33.8704432,-118.1824742
33.7857788,-118.1806752
33.783926,-118.1937383
33.7844191,-118.1567611
33.814896,-118.2134741
38.8206197,-121.1944922
34.0402191,-118.1591272
34.069125,-118.2700755
34.0658872,-118.1991957
34.106478,-118.246806
33.9311221,-118.2402065
33.9326531,-118.2463397
34.0379657,-118.4540849
34.2610967,-118.3250668
33.9595106,-118.4153872
34.0218902,-118.3503908
34.06054390000001,-118.2004102
34.0758576,-118.1817955
34.0066123,-118.2663392
34.0414814,-118.216267
33.9312205,-118.2323927
33.9845819,-118.3023966
34.062064,-118.2830924
33.9311221,-118.2402065
0,0
35.3129606,-120.8362666
39.6799066,-120.2496661
33.927762,-118.199858
36.971739,-120.0710022
