name,city,state,identifier,rating,address,latitude,longitude,material,designer,builder,opened,hours,size,notes,info,helmet,lights,photo_cred,photo_url,video_url,num_pics,obstacles
,sebastopol,california,sebastopol,4,"Laguna Park Way & Flynn St Sebastopol, CA 95472",38.4050416,-122.8218121,concrete,wormhoudt inc.,,2008,,15000,,There is a police station nearby and police have been known to give tickets if you don't have a helmet,,,,,,,
berry park,selma,california,selma,,"Whitson & 2nd St Selma, CA 93662",36.5657587,-119.6132131,concrete,site design,california skateparks,,,,,,,,,,,,
,shafter,california,shafter,1,"698 E Ash Ave Shafter, CA 93263",35.4962016,-119.2704856,prefabricated ramps,,,,,,,,,,,,,,"quarterpipes, pyramid, rails, ledge, metal coping"
,shasta lake,california,shasta lake,,Front St & Grand River Ave Shasta Lake 96019,40.6810133,-122.3619303,,,,,,,,,,,,,,,"pyramid, quarterpipes, ledges, metal coping"
skatelab,simi valley,california,simi valley,4,4226 Valley Fair St Simi Valley 93063,34.2722256,-118.7127512,wood/masonite,,,,Designated session times. Check with Skatelab for details.,,,"This is a private, indoor skatepark. It costs money to skate and a helmet/pads are required.",,,,,,,"bowl, banks, quarterpipes, ledges, rails, stairs, metal coping"
woodward tahoe,soda springs (tahoe),california,soda springs,3,19749 Boreal Ridge Rd Soda Springs 95728,39.3376898,-120.3497574,concrete & wood/masonite,california skateparks,california skateparks,,,15000,,This is a private skatepark that costs money to skate. Check with Woodward for details.,,,,,,,"quarterpipes, rails, ledges, gap, doorway"
,soledad,california,soledad,1,Andalucia Dr & Ticino St Soledad Ca,36.429034,-121.322367,prefabricated ramps,,,,,,,,,,,,,,
hans christian anderson park,solvang,california,solvang,3,"633 Chalk Hill Rd Solvang, CA 93463",34.5998574,-120.1413841,concrete,california skateparks,california skateparks,,,14000,,,,,,,,,
,sonoma,california,sonoma,2,"Main St & Verano Ave Sonoma, CA 95476",38.3028304,-122.4775784,concrete,,,,,,,,,,,,,,"bowls, quarterpipes, metal coping, rail, stairs"
,sonora,california,sonora,2,"330 Greenley Rd Sonora, CA 95370",37.9825939,-120.3677234,concrete,,,,Dawn - Dusk,,,,,,,,,,"quarterpipes, rails, pyramid, ledges"
,south gate,california,south gate,2,"9520 Hildreth Ave South Gate,, CA 90280",33.9465681,-118.187806,concrete,,,,,,,,,,,,,,"rails, stairs, ledges, quarterpipes, pyramid, spine, metal coping"
bijou skatepark,south lake tahoe,california,south lake tahoe,3,"1201 Al Tahoe Blvd South Lake Tahoe, CA 96150",38.932045,-119.96839,concrete,,,,,,,,,,,,,,"quarterpipes, pyramid, rail"
skate house skatepark,south lake tahoe,california,south lake tahoe2,,"867 Eloise Ave South Lake Tahoe, CA 96150",38.918302,-120.007833,wood/masonite,,,,,,,"This is a private, indoor skatepark.  It costs money to skate and a helmet/pads are required.",,,,,,,"bowl, pool coping, metal coping"
,south pasadena,california,south pasadena,2,660 Stoney Dr South Pasadena 91030,34.1177119,-118.1664454,prefabricated ramps,,,,This skatepark has odd hours.  Check with the city for details.,,,,,,,,,,"pyramid, rail, mini ramp, quarterpipes, bank"
,st helena,california,st helena,5,"360 Crane Ave Saint Helena, CA 94574",38.493291,-122.465153,concrete,grindline,grindline,2009,8am - Dusk,18000,,,,,,,,,"bowls, rails, ledges, quarterpipes, metal coping, pool coping"
anderson park,stockton,california,stockton,3,"6137 N El Dorado St Stockton, CA 95207",38.009246,-121.309212,concrete,,,2000,,,,,,,,,,,
sheldon,sun valley,california,sun valley,3,"Sheldon St & Remick Ave Sun Valley, CA 91352",34.230784,-118.405368,concrete,california skateparks,california skateparks,2014,,25000,,,,,,,,,"rails, stairs, ledges, quarterpipes"
pink motel,sun valley,california,sun valley2,,"9457 San Fernando Rd, Sun Valley, CA 91352",34.2409426,-118.3963317,concrete,,,,,,,,,,,,,,pool
,sunnyvale,california,sunnyvale,4,"540 N Fair Oaks Ave Sunnyvale, CA 94085",37.3851297,-122.0156829,concrete,wormhoudt inc.,wormhoudt inc.,2003,,18000,,,,,,,,,"stairs, ledge, rails, bowls, metal coping, pool coping"
,taft,california,taft,3,"203 S 10th St Taft, CA 93268",35.1443456,-119.4651718,concrete,,,,Dawn - 10pm,12000,,,,yes,,,,,"stairs, ledges, rails, quarterpipes, metal coping"
camp woodward west,tehachapi,california,stallion springs,,"28400 Stallion Springs Dr Tehachapi, CA 93561",35.08079,-118.635479,concrete,,,,,,,,,,,,,,"rail, quarterpipes, hips, ledges"
ollie mountain,tehachapi,california,tehachapi,2,"490 W D St Tehachapi, CA 93561",35.1296549,-118.4553262,prefabricated ramps,,,,This skatepark has odd hours.  Check with the city for details,11000,,,,,,,,,"pyramid, rails, ledges, mini ramp, quarterpipes, metal coping"
ronald reagan sports park,temecula,california,temecula,2,"42569 Margarita Rd Temecula, CA 92592",33.4994567,-117.1204231,concrete,,,,This skatepark has odd hours.,,,This skatepark costs money to skate (more if you are from out of town) and requires a helmet/pads.,,,,,,,"stairs, ledges, pyramids, hips, quarterpipes, metal coping"
,templeton,california,templeton,3,"S Main St & 6th St Templeton, CA 93465",35.547885,-120.7066233,concrete,,,,8am - Dusk,,,,,,,,,,"ledges, pyramids, quarterpipes, quarterpipes, bowl, rail, metal coping"
el pescadero skate track,tracy,california,tracy,2,"2399 Parker Ave Tracy, CA 95376",37.7550174,-121.4297889,concrete,,,,,,,,,,,,,,"pyramid, ledges, quarterpipes, metal cpoing"
,truckee,california,truckee,3,"10695 Brockway Rd Truckee, CA 96161",39.3264845,-120.1726068,concrete,,,,,,,,,,,,,,"bowl, pyramids, ledges, metal coping"
,tulare,california,tulare,4,"85 W Tulare Ave Tulare, CA 93274",36.2076325,-119.3489732,concrete,wally holliday,california skateparks,2008,,25000,,,,,,,,,"rails, ledges, stairs, pyramid, bowls, metal coping"
,twentynine palms,california,twentynine palms,2,"74362 Joe Davis Dr Twentynine Palms, CA 92277",34.1467609,-116.0394482,concrete & prefabricated ramps,,,,,,,,,,,,,,"rails, stairs, ledges, pyramids, quarterpipes"
,ukiah,california,ukiah,4,"1041 Low Gap Rd Ukiah, CA 95482",39.1618415,-123.2237532,concrete,wormhoudt inc.,wormhoudt inc.,2011,,20000,,,,,,,,,"stairs, rails, ledges, banks, pyramid, quarterpipes, bowls, metal coping, pool coping"
,union city,california,union city,2,"Arizona St & Royal Ann Dr Union City, CA 94587",37.5869774,-122.0282874,concrete,,,,,,,This skatepark is located right next to a police station,,,,,,,"rails, stairs, ledges, quarterpipes, metal coping"
,upland,california,upland,4,"1323 E San Bernardino Rd Upland, CA 91786",34.1029605,-117.6325993,concrete,purkiss rose,california skateparks,,,13000,,,,,,,,,"rails, ledges, stairs, banks, bowl, fullpipe, metal coping"
,vacaville,california,vacaville,2,"1104 Alamo Dr Vacaville, CA 95687",38.340717,-121.9939674,concrete,,,,,,,,,,,,,,"rail, ledges, banks, quarterpipes, metal coping"
wardlaw skatepark,vallejo,california,vallejo,3,"1805 Ascot Pkwy Vallejo, CA 94591",38.118269,-122.206339,concrete & prefabricated ramps,site design,,,Dawn - Dusk,6884,,,,,,,,,"miniramp, pyramid, rails, bowl, quarterpipes, metal coping"
valley center skate spot,valley center,california,valley center,4,"28146 Lilac Rd Valley Center, CA 92082",33.2224185,-117.036813,concrete,,,,,,,This is a DIY skatepark,,,,,,,"quarterpipes, barrier, spine, rail, ledges, pole jam, metal coping, pool coping"
vandenberg air force base skatepark,vandenberg afb,california,vandenbergafb,2,"Montana Ave & Summerhill Ave, Vandenberg AFB, CA 93437",34.751042,-120.531825,concrete,california skateparks,california skateparks,,,7000,,,,,,,,,
,venice,california,venice,4,1800 Ocean Front Walk Venice Beach Ca,33.9848366,-118.4721734,concrete,wormhoudt inc.,california skateparks,,,16000,,,,,,,,,
hobert,ventura,california,ventura,3,"Telegraph Rd & Cambria Ave Ventura, CA 93004",34.2839717,-119.179827,concrete,,,,,,,,,,,,,,"bowl, wallride, rail"
pacific,ventura,california,ventura2,2,"Dean Dr & Chapel Dr Ventura, CA 93003",34.2676696,-119.244204,concrete,,,,,,,,,,,,,,"bowl, ledges"
westpark,ventura,california,ventura3,2,"450 W Harrison Ave Ventura, CA 93001",34.2854634,-119.3050651,concrete,,,,,,,,,,,,,,"bowl, ledges, wallride, fun box, rail"
provident skatepark,visalia,california,visalia,3,"345 N Jacob St Visalia, CA 93291",36.3327664,-119.3025362,concrete,,,,6am - 10pm,24000,,,,yes,,,,,"pyramid, bowl, ledges, rail, quarterpipes, hips, banks, metal coping"
aura skatepark,vista,california,vista2,4,"1074 La Mirada Ct Vista, CA 92081",33.1526762,-117.225984,wood/masonite,jim bell,jim bell,2007,,,"This is a private, indoor skatepark.  It costs money to skate and a helmet/pads are required",,,yes,,,,,"bowl, quartperipes, pyramid, quarterpipes, rails, ledges, metal coping, pool coping"
,walnut creek,california,walnut creek,3,"Marchbanks Dr & Heather Dr Walnut Creek, CA 94598",37.9168488,-122.0421382,concrete,,,,Lights til 9pm,,,,,yes,,,,,"pyramid, stairs, ledges, rail, bowl, quarterpipes, metal coping"
,wasco,california,wasco,,"679 Parkside Dr, Wasco, CA 93280",35.5951121,-119.3562898,concrete,,,,,,,,,,,,,,
ramsay park,watsonville,california,watsonville,2,"30 Harkins Slough Rd Watsonville, CA 95076",36.9136608,-121.770592,prefabricated ramps,,,,,,,,,,,,,,"miniramp, pyramid, rails, spine, metal coping"
,weed,california,weed,3,"1299 Railroad Ave Weed, CA 96094",41.4358856,-122.3847186,concrete,,,,,,,,,,,,,,"bowl, ledges, rail, lumps, quarterpipes"
orangewood skatepark,west covina,california,west covina,3,"1615 W Merced Ave West Covina, CA 91790",34.064469,-117.947905,concrete,,,,,,,,,yes,,,,,"pyramids, rails, ledges, quarterpipes, stairs, double set, metal coping"
,westlake village,california,westlake village,3,"31107 Thousand Oaks Blvd Westlake Village, CA 91362",34.1575224,-118.7995845,concrete,spohn ranch,spohn ranch,2015,,,,,,,,,,,"bowl, quarterpipes, hips, gap, ledges, rails, metal coping"
liberty skatepark,westminster,california,westminster,,"13900 Monroe St Westminster, CA 92683",33.7606485,-117.9854103,concrete,purkiss rose,california skateparks,,,10000,,,,,,,,,
,whittier,california,whittier,,"7630 Washington Ave Whittier, CA 90602",33.9726127,-118.0346484,concrete,purkiss rose,california skateparks,,,9000,,,,,,,,,
,willits,california,willits,4,"1022 E Commercial St Willits, CA 95490",39.4127001,-123.3411501,concrete,wormhoudt inc.,wormhoudt inc.,2004,,18500,,,,,,,,,"stairs, rails, ledges, quarterpipes, metal coping"
ambassador skatepark,wilmington,california,wilmington,2,"325 Neptune Ave Wilmington, CA 90744",33.7735169,-118.2689407,concrete,spohn ranch,spohn ranch,2008,,10000,,,,,,,,,
pat elsbree skatepark,windsor,california,windsor,3,"9500 Brooks Rd S Windsor, CA 95492",38.5580119,-122.8064107,concrete,,,,8:30am - Dusk,,,,,,,,,,"rail, pyramid, ledges, bowl quarterpipes, metal coping"
,yreka,california,yreka,1,"W Miner St & S West St Yreka, CA 96097",41.733331,-122.6437297,prefabricated ramps,,,,,,,,,,,,,,
,yuba city,california,yuba city,3,"810 Gray Ave Yuba City, CA 95991",39.1372206,-121.6301354,concrete,wormhoudt inc.,wormhoudt inc.,1996,,14000,,,,,,,,,"quarterpipes, taco, fun box, stairs, bowl"
,yucaipa,california,yucaipa,3,"11937 13th St Yucaipa, CA 92399",34.0358575,-117.0915305,concrete,,,,,,,,,,,,,,"rails, quarterpipes, ledges, pyramids, metal coping"
,yucca valley,california,yucca valley,2,"Antelope Trail & Dumosa Ave Yucca Valley, CA 92284",34.1236533,-116.417455,concrete,,,,,,,,,,,,,,
,adams,oregon,adams,3,"Morrison St & Commercial St, Adams, OR 97810",45.7687735,-118.5643877,concrete,dreamland,dreamland,2006,,2500,,,,,,,,,
,albany,oregon,albany,3,"1225 SE 6th Ave, Albany, OR 97321",44.6353147,-123.0893687,concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,1999,,15000,,,,,,,,,
ashland skatepark,ashland,oregon,ashland,3,"280 Water St, Ashland, OR 97520",42.2018557,-122.712984,concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,1999,,15000,,,,,,,,,
tapiola park,astoria,oregon,astoria,5,"Florence Ave & S Denver Ave, Astoria, OR 97103",46.17903,-123.8517798,concrete,dreamland,dreamland,,Dawn - Dusk,11000,,,,,,,,,
,athena,oregon,athena,1,"E Main St & S 1st St, Athena, OR 97813",45.8117361,-118.4934666,concrete,,,,,4000,,,,,,,,,
brian haney memorial skatepark,aumsville,oregon,aumsville,5,"1115 Main St, Aumsville, OR 97325",44.840615,-122.878966,concrete,dreamland,dreamland,2000,24 Hours,8000,,,,yes,,,,,
sam-o skate park,baker city,oregon,baker city,2,"500 Baker St, Baker City, OR 97814",44.7795154,-117.8129923,concrete,city of baker city,,,,6000,,,,,,,,,
,bay city,oregon,bay city,3,"4th St & A St, Bay City, OR 97107",45.5253044,-123.8901948,concrete,dreamland,dreamland,2007,,6000,,,,,,,,,
evelyn schiffler park,beaverton,oregon,beaverton,3,"13550 SW Berthold Ave, Beaverton, OR 97005",45.480529,-122.816304,concrete,dreamland,dreamland,2012,,4500,,,,,,,,,
tualatin hills park,beaverton,oregon,beaverton2,3,"NW Schlottman Pl, Beaverton, OR 97006",45.5239491,-122.8370892,concrete,grindline,grindline,1998,,18000,,,,,,,,,
ponderosa park,bend,oregon,bend,2,"225 SE 15th St, Bend, OR 97702",44.0477864,-121.2834381,concrete,wormhoudt inc.,wormhoudt inc.,1997,,11500,,,,,,,,,
,boardman,oregon,boardman,2,"198 3rd St NE, Boardman, OR 97818",45.8402387,-119.6903871,prefabricated ramps,,,,,,,,,,,,,,
bud cross skatepark,brookings,oregon,brookings,4,"Hassett St & 3rd St, Brookings, OR 97415",42.0627467,-124.2932018,concrete,dreamland,dreamland,2001,,10000,,,,,,,,,
hines skatepark,burns,oregon,burns,1,"US-20 & N Circle Dr, Burns, OR 97738",43.5629655,-119.0820614,wood/masonite,,,,,,,,,,,,,,
,canby,oregon,canby,2,"1175 NW 3rd Ave, Canby, OR 97013",45.2584977,-122.7079694,concrete,,buzzy morales construction,,,11000,,,,,,,,,
,cannon beach,oregon,cannon beach,3,"Spruce St & W 2nd St, Cannon Beach, OR 97110",45.8983182,-123.9599226,concrete,placed to ride,placed to ride,2008,,6000,,,,,,,,,
jubilee park,cave junction,oregon,cave junction,3,"S Junction Ave & E Watkins St, Cave Junction, OR 97523",42.1642129,-123.6442313,concrete,grindline,grindline,2014,,,,,,,,,,,
joel tanzi skatepark,cenral point,oregon,cenral point,2,"403 S 4th St, Central Point, OR 97502",42.3720473,-122.9111111,concrete,purkiss rose,purkiss rose,2005,,6500,,,,,,,,,
d-block indoor skatepark,clackamas,oregon,clackamas,3,"8921 SE Jannsen Rd, Clackamas, OR 97015",45.4140795,-122.5715903,wood/masonite,,,,,,,"This is a private, indoor skatepark.  It costs money to skate and a helmet/pads are required if you are under 18",,,,,,,
,clatskanie,oregon,clatskanie,2,"610 NE 5th St, Clatskanie, OR 97016",46.1043278,-123.1971036,concrete,,,,,10000,,This skatepark requires a helmet/pads to skate,,,,,,,
mingus park,coos bay,oregon,coos bay,4,"N 8Th St & Commercial Ave, Coos Bay, OR 97420",43.3689309,-124.2200567,concrete,liquid stone designs,liquid stone designs,2009,,8000,,,,,,,,,
,corbett,oregon,corbett,1,"35800 Historic Columbia River Hwy, Corbett, OR 97019",45.5298519,-122.2956859,concrete,,,,,,,Don't bother,,,,,,,
eric scott mckinley skatepark,corvallis,oregon,corvallis,2,"SW 2nd St & Sw B Ave, Corvallis, OR 97333",44.5581555,-123.2628889,concrete,,buzzy morales construction,2000,8am - 10pm,14000,,,,,,,,,
,cottage grove,oregon,cottage grove,1,"714 S Goshen-Divide Hwy, Cottage Grove, OR 97424",43.7913575,-123.0631741,concrete,,,2004,,5000,,,,,,,,,
,dallas,oregon,dallas,3,"SE Lacreole Dr & SE Barberry Ave, Dallas, OR 97338",44.9194143,-123.2998785,concrete,,,,,,,,,,,,,,
,donald,oregon,donald,4,"Donald Rd NE & Matthieu St NE, Donald, OR 97020",45.2223145,-122.8383265,concrete,dreamland,dreamland,2001,,2500,,,,,,,,,
,echo,oregon,echo,3,"Bridge St & S Front St, Echo, OR 97826",45.7415613,-119.1972963,concrete,grindline,grindline,,9am - 8pm,,,,,,,,,,
,enterprise,oregon,enterprise,1,"OR-82 & E 4th St, Enterprise, OR 97828",45.4200468,-117.272063,prefabricated ramps,,,,,,,,,,,,,,
wade creek park,estecada,oregon,estecada,4,"747 Nw Wade St, Estacada, OR 97828",45.296029,-122.338403,concrete,dreamland,dreamland,2012,,10000,,,,,,,,,
amazon park,eugene,oregon,eugene,1,"Amazon Pkwy & E 29th Ave, Eugene, OR 97405",44.0261991,-123.0846565,concrete,,,1991,,,,,,,,,,,
bethel skatepark,eugene,oregon,eugene2,3,"Jeffrey Way & Haviture Way, Eugene, OR 97402",44.0798702,-123.198301,concrete,airspeed skateparks,airspeed skateparks,2002,,8000,,,,,,,,,
cal young park,eugene,oregon,eugene3,2,"2700 Gilham Rd, Eugene, OR 97408",44.0923249,-123.0815117,concrete,,,2001,,6000,,,,,,,,,
churchil skatepark,eugene,oregon,eugene4,3,"2002 Bailey Hill Rd, Eugene, OR 97405",44.037998,-123.150816,concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,2000,,8500,,,,,,,,,
emerald skatepark,eugene,oregon,eugene5,2,"1400 Lake Dr, Eugene, OR 97404",44.085139,-123.1374104,concrete,,,,,5000,in progress,,,,,,,,
trainsong skatepark,eugene,oregon,eugene7,1,"2771 Edison St, Eugene, OR 97402",44.0679744,-123.1377955,prefabricated ramps,,,2003,,4000,,,,,,,,,
washington jefferson skatepark,eugene,oregon,eugene8,5,"158 Jefferson St, Eugene, OR 97402",44.058051,-123.102258,concrete,dreamland,dreamland,2014,6am - 1am,23000,,,,yes,,,,,
miller park,florence,oregon,florenceor,4,"1620 18th St, Florence, OR 97439",43.982228,-124.103612,concrete,airspeed skateparks,airspeed skateparks,2004,,12000,,,,,,,,,
lincoln park,forest grove,oregon,forest grove,3,"2725 Main St, Forest Grove, OR 97116",45.5284292,-123.1118948,concrete,site design,,2004,9am - One Hour After Dusk,18000,,,,,,,,,
bullfrog skate park,gold beach,oregon,gold beach,3,"29745 Ellensburg Ave, Gold Beach, OR 97444",42.4149116,-124.4203991,concrete,liquid stone designs,liquid stone designs,,,25000,,,,,,,,,
,gold hill,oregon,gold hill,3,"14745 Sams Valley Hwy, Gold Hill, OR 97525",42.4387853,-123.0449713,concrete,dreamland,dreamland,2013,,4450,,,,,,,,,
,grants pass,oregon,grants pass,3,"820 SE M St, Grants Pass, OR 97526",42.4318,-123.32075,concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,2001,7:30am - 10pm,21000,,,,,,,,,
main ciy skatepark,gresham,oregon,gresham,3,"219 S Main Ave, Gresham, OR 97080",45.4969564,-122.4329635,concrete,dreamland,dreamland,2009,,6660,,,,yes,,,,,
,gresham,oregon,gresham2,2,"311 NE 194th Ave, Gresham, OR 97230",45.525143,-122.463529,concrete,,,1996,,2800,,,,,,,,,
,happy valley,oregon,happy valley,3,"13770 SE Ridgecrest Rd, Happy Valley, OR 97086",45.452751,-122.522042,concrete,evergreen,evergreen,2013,,4500,,,,,,,,,
,harrisburg,oregon,harrisburg,3,"530 Smith St, Harrisburg, OR 97446",44.2722985,-123.1673462,concrete,dreamland,dreamland,2008,,10000,,BMXers have damaged much of the coping,,yes,,,,,
,hermiston,oregon,hermiston,3,"595 S 1St St, Hermiston, OR 97838",45.8380188,-119.2903183,concrete,dreamland,dreamland,,,,,,,,,,,,
reedville park,hillsboro,oregon,hillsboro,2,"SW Cornelius Pass Rd & SW Rock Rd, Hillsboro, OR 97123",45.5072658,-122.9021139,concrete,site design,corp inc,,,12000,,,,,,,,,
,hood river,oregon,hood river,5,"Wasco Ave & N 20th St, Hood River, OR 97031",45.7113844,-121.5317622,concrete,dreamland,dreamland,2002,,,,,,,,,,,
barendse park,hubbard,oregon,hubbard,1,"5th St & Kari Ln, Hubbard, OR 97032",45.1878279,-122.8048007,prefabricated ramps,,,2002,,3000,,,,,,,,,
don baxter skatepark,irrigon,oregon,irrigon,4,"Main Ave & 6th St NE, Irrigon, OR 97844",45.8960314,-119.4939216,concrete,grindline,grindline,2007,,8000,,,,yes,,,,,
,jacksonvile,oregon,jacksonvile,4,"225 W D St, Jacksonville, OR 97530",42.3159298,-122.9685827,concrete,grindline,grindline,,,,,,,,,,,,
smokey gibson memorial park,john day,oregon,john day,2,"NE 7th Ave & Well Rd, John Day, OR 97845",44.4212279,-118.9479094,prefabricated ramps,,,2007,,6000,,,,,,,,,
,junction city,oregon,junction city,3,"1515 Laurel St, Junction City, OR 97448",44.226944,-123.208994,concrete,,,2012,,1500,,,,,,,,,
carlson skatepark,keizer,oregon,keizer,3,"Rickman Rd NE & Hyson Ct NE, Keizer Or, 97303",44.994882,-123.0182321,concrete,city/labor union,union labor,1999,,21600,,,,,,,,,
,klamath falls,oregon,klamath falls,5,"4500 Foothills Blvd, Klamath Falls, OR 97603",42.2243987,-121.7289308,concrete,dreamland,dreamland,2003,,22000,,,,,,,,6,
pioneer park,lagrande,oregon,lagrande,3,"Oak St & Palmer Ave, La Grande, OR 97850",45.3330511,-118.102868,concrete,,corp inc,,,15000,,,,,,,,,
kirtsis skatepark,lincoln city,oregon,lincoln city,5,"Ne 23rd St, Lincoln City, OR 97367",44.9822653,-124.0034014,concrete,dreamland,dreamland,,,2000,,,,,,,,,
,madras,oregon,madras,3,"SW H St & SW Marshall St, Madras, OR 97741",44.6276253,-121.1376929,concrete,dreamland,dreamland,2005,,10000,,,,,,,,,
joe dancer park,mcminnville,oregon,mcminnville,4,"1650 SE Brooks St, Mcminnville, OR 97128",45.2092339,-123.1799659,concrete,dreamland,dreamland,2005,Dawn - Dusk,7500,,,,,,,,,
bear creek saktepark,medford,oregon,medford,3,"646 Highland Dr, Medford, OR 97504",42.3190892,-122.8499122,concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,2000,,24000,,,,,,,,,
,milton freewater,oregon,milton freewater,2,"870 Robbins St, Milton-Freewater, OR 97862",45.9444492,-118.3962325,concrete,dreamland,dreamland,2004,,1900,,,,yes,,,,,
,molalla,oregon,molalla,2,"209 Kennel St, Molalla, OR 97038",45.149106,-122.578599,concrete,selena de la cruz & army corp of engineers,selena de la cruz & army corp of engineers,,,7600,,,,,,,,,
,monmouth (independence),oregon,monmouth/independence,2,"1500 Monmouth Independence Hwy, Monmouth, OR 97361",44.8512528,-123.2187235,wood/masonite,volunteers & community,,2002,1 Hour Before Dawn - 1 Hour After Dusk,4000,,,,,,,,,
millsite park,myrtle creek,oregon,myrtle creek,4,"235 NE Rice St, Myrtle Creek, OR 97457",43.029698,-123.284559,concrete,grindline,grindline,2008,,8500,,,,,,,,,
,myrtle point,oregon,myrtle point,3,"Spruce St & 1st St, Myrtle Point, OR 97458",43.0655587,-124.1457376,concrete,eric dawkins & crow clay & associates,upper valley builders,2001,,10000,,,,,,,,,
,nehalem,oregon,nehalem,,"36155 9th St, Nehalem, OR 97131",45.7189959,-123.8958869,wood/masonite,,,,,2000,,,,,,,,,
ewing young park,newburg,oregon,newburg,5,"1201 S Blaine St, Newberg ,Or 97132",45.2905253,-122.9767608,concrete,dreamland,dreamland,2000,Dawn - Dusk,29000,,,,,,,,,
,newport,oregon,newport,3,"654 NW High St, Newport, OR 97365",44.6411628,-124.0597812,concrete,airspeed skateparks,airspeed skateparks,,,6500,,,,,,,,,
wayne c king memorial skatepark,ontario,oregon,ontario,2,"SW 4th Ave & SW 7th St, Ontario, OR 97914",44.0245312,-116.9727892,prefabricated ramps,,,,,,,,,,,,,,
clackamette skatepark,oregon city,oregon,Oregon city,2,"1955 Clackamette Dr, Oregon City, OR 97045",45.3711269,-122.603302,concrete,purkiss rose,robert johnson,2001,,10000,,,,,,,,,
rudy rada skatepark,pendleton,oregon,pendleton,4,"OR-37 & Westgate, OR 97801",45.6720477,-118.8119601,concrete,dreamland,dreamland,2008,,11000,,,,yes,,,,,
,philomath,oregon,philomath,2,"227 S 23Rd St, Philomath, OR 97370",44.538746,-123.352298,concrete,,,2005,,6000,,,,,,,,,
buffington park,port orford,oregon,port orford,3,"Lakeshore Dr & Hamlet Pl, Port Orford, OR 97465",42.7499636,-124.5024508,concrete,dreamland,dreamland,2002,,6200,,,,,,,,,
alberta/khunamokwst skate spot,portland,oregon,portland,3,"52nd & NE Alberta, Portland, OR 97218",45.5591363,-122.6095603,concrete,evergreen,evergreen,2015,,,,,,,,,,,
burnside,portland,oregon,portland3,5,"30 NE 2nd Ave, Portland, OR 97232",45.5232303,-122.6637361,concrete,,,1993,,,,,,,,,,,
ed benedict skate plaza,portland,oregon,portland4,3,"Se Powell Blvd & Se 102nd Ave, Portland, OR 97204",45.4957534,-122.5582816,concrete,new line skateparks,california skateparks,,,16000,,,,,,,,,
gabriel park,portland,oregon,portland5,3,"SW Nevada St & SW 45th Ave, Portland, OR 97219",45.4736146,-122.7231685,concrete,airspeed skateparks,airspeed skateparks,,,10000,,,,,,,,,
glenhaven,portland,oregon,portland6,4,"2735 NE 82nd Ave, Portland, OR 97220",45.5418578,-122.5803473,concrete,dreamland,dreamland,2007,,11200,,,,,,,,,
holly farm,portland,oregon,portland7,3,"SW Capitol Hwy & SW Comus St, Portland, OR 97219",45.4467901,-122.7257,concrete,dreamland,dreamland,2007,,2800,,,,,,,,,
pier park,portland,oregon,portland9,4,"N Hudson St & N Bruce Ave, Portland, OR 97203",45.6023846,-122.7601817,concrete,dreamland,dreamland,2006,,11070,,,,,,,,,
commonwealth skatepark,portland,oregon,portland10,3,"1425 SE 20th Ave, Portland, OR 97214",45.5124137,-122.6457875,concrete,evergreen,evergreen,2011,,,,"This is a private, indoor skatepark. There are designated session times, it costs money to skate, and a helmet/pads may be required.",,,,,,,
,prineville,oregon,prineville,1,"440 NE Juniper St, Prineville, OR 97754",44.3043367,-120.8361008,steel ramps,,,,,3000,,,,,,,,,
,rainier,oregon,rainier,1,"W A St & Veterans Way, Rainier, OR 97048",46.0916755,-122.942116,prefabricated ramps,,,,,3000,,,,,,,,,
,redmond,oregon,redmond,4,"W Antler Ave & SW 15th St, Redmond, OR 97756",44.2763717,-121.1840289,concrete,dreamland,dreamland,2001,,8000,,,,,,,,,
,reedsport,oregon,reedsport,4,"Elm Ave & S 21st St, Reedsport, OR 97467",43.6947185,-124.1212228,concrete,airspeed skateparks,airspeed skateparks,2003,Dawn - Dusk,13000,,,,,,,,,
stewart park,roseburg,oregon,roseburg,3,"Duck Pond St, Roseburg, OR 97471",43.2294182,-123.369353,concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,2000,,8000,,Located behind the Fred Meyer and the end of Duck Pond St.,,,,,,,
marion square park,salem,oregon,salem,2,"235 Union St NE, Salem, OR 97301",44.9464936,-123.0386711,concrete,,,,,,,,,,,,,,
,sandy,oregon,sandy,2,"Hood St & SE Meinig Ave, Sandy, OR 97055",45.3986976,-122.2597353,concrete,city of sandy,stagl construction & carlson construction,2000,Dawn - Dusk,10000,,,,,,,,,
,scappoose,oregon,scappoose,1,"E Columbia Ave & NE 1st St, Scappoose, OR 97056",45.7577057,-122.8770933,concrete,buzzy morales & the army corps of engineers,buzzy morales & the army corps of engineers,1999,,2000,,,,,,,,,
skate 'n' ride park,seaside,oregon,seaside,3,"1140 Broadway St, Seaside, OR 97138",45.9935095,-123.9177861,concrete,placed to ride,placed to ride,2007,,11000,,,,,,,,,
