skatepark_id,city,state,address,latitude,longitude
315,rocklin,california,"Farron St & C St Rocklin, CA 95677",38.791405,-121.24446
316,roseville,california,"Maidu Dr & Rocky Ridge Dr, Roseville, CA 95661",38.733687,-121.252331
317,sacramento,california,"28Th St & B St, Sacramento, CA 95816",38.582629,-121.464728
318,sacramento,california,"393 Silver Eagle Rd, Sacramento, CA 95838",38.630465,-121.457727
319,sacramento,california,"625 Bell Ave, Sacramento, CA 95838",38.647963,-121.450384
320,sacramento,california,"7420 Vandenberg Dr, Sacramento, CA 95820",38.527343,-121.417212
321,sacramento,california,"5200 Kankakee Dr, Sacramento, CA 95835",38.668591,-121.526186
322,sacramento,california,"2415 Evergreen St, Sacramento, CA 95815",38.6099,-121.444261
323,sacramento,california,"8200 Ramona Ave, Sacramento, CA 95814",38.540571,-121.403861
324,sacramento,california,"3085 33rd St, Sacramento, CA 95817",38.546938,-121.470916
325,sacramento,california,"Bilsted Way & Tanzanite Ave, Sacramento, CA 95834",38.632295,-121.512135
326,sacramento,california,"7851 35th Ave, Sacramento, CA 95824",38.521936,-121.41226
327,sacramento,california,"6000 61st St, Sacramento, CA 95824",38.517613,-121.434363
328,sacramento,california,"2936 W River Dr, Sacramento, CA 95833",38.611413,-121.525463
329,sacramento,california,"5500 Honor Pkwy Sacramento, CA 95835",38.674818,-121.501871
330,sacramento,california,"6135 Gloria Dr, Sacramento, CA 95831",38.513704,-121.518049
331,salinas,california,"704 Las Casitas Dr Salinas, CA 93906",36.69715,-121.612416
332,san bernardino,california,"3225 Roberds Ave N, San Bernardino, CA 92405",34.150431,-117.317351
333,san bernardino,california,"26201 Pacific St, San Bernardino, CA 92404",34.128188,-117.233841
334,san clemente,california,"241 Avenida La Pata, San Clemente, CA 92673",33.445399,-117.584681
335,san diego,california,"3401 Clairemont Dr, San Diego, CA 92117",32.805038,-117.19905
336,san diego,california,"4580 Shields St, San Diego, CA 92124",32.817464,-117.110163
337,san diego,california,"12778 El Camino Real, Carmel Valley, San Diego, CA 92130",32.947959,-117.237424
338,san diego,california,"2211 Pacific Beach Dr, San Diego, CA 92109",32.796619,-117.22311
339,san diego,california,"6845 University Ave, San Diego, CA 92115",32.7545327,-117.0497566
340,san diego,california,"702 S 30th St, San Diego, CA 92113",32.698173,-117.129767
341,san diego,california,"Carmel Mountain Rd & Freedport Rd, San Diego, CA 92129",32.960436,-117.109771
342,san diego,california,"W Washington St & Frontage Rd, San Diego, CA 92101",32.740782,-117.184469
343,san diego,california,"Sunset Cliffs Blvd & Ocean Beach Fwy, San Diego, CA 92107",32.755907,-117.236083
344,san diego (paradise hills),california,"6860 Potomac St, San Diego, CA 92139",32.687684,-117.049452
345,san dimas,california,"W Commercial St & S Cataract Ave, San Dimas, CA 91773",34.105502,-117.811996
346,san francisco,california,"San Jose Ave & Ocean Ave, San Francisco, CA 94112",37.723182,-122.444987
347,san francisco,california,"1669 Geneva Ave, San Francisco, CA 94134",37.713474,-122.427639
348,san francisco,california,Locals Only,,
349,san francisco,california,"1361 Potrero Ave, San Francisco, CA 94110",37.750339,-122.405233
350,san francisco,california,"1712 Duboce Ave, San Francisco, CA 94103",37.77012,-122.42151
351,san francisco,california,"1979 Illinois St, San Francisco, CA 94124",37.746331,-122.38629
352,san jose,california,"5235 Snow Dr, San Jose, CA 95111",37.267353,-121.805911
353,san jose,california,"Park Rd, San Jose, CA 95148",37.336014,-121.80331
354,san jose,california,"2035 Kammerer Ave, San Jose Ca95116",37.35113,-121.844325
355,san jose,california,"168 N King Rd, San Jose, CA 95116",37.35672,-121.858822
356,san jose,california,"70 N 20th St, San Jose, CA 95116",37.345961,-121.873082
357,san jose,california,"2633 Gassmann Dr, San Jose, CA 95121",37.308676,-121.839035
358,san leandro,california,"801 W Estudio Ave, San Leandro, CA 94577",37.72165,-122.163997
359,san leandro,california,"E 14th St & 163rd Ave, San Leandro, CA 94578",37.695982,-122.115818
360,san lorenzo,california,"Nielson Ave & Devonwood Way, San Lorenzo, CA 94580",37.678299,-122.139137
361,san luis obispo,california,"Montalban St & Oak St, San Luis Obispo, CA 93405",35.290036,-120.664078
362,san marcos,california,"20 Mission Hills Ct, San Marcos, CA 92069",33.145981,-117.144672
363,san mateo,california,"950 Ocean View, San Mateo, CA 94401",37.568788,-122.303272
364,san mateo,california,"588 28th Ave, San Mateo, CA 94403",37.537381,-122.314827
365,san pedro,california,"610 W Channel St, San Pedro, CA 90731",33.75415,-118.290909
366,san pedro,california,"29650 N Western Ave, San Pedro, CA 90732",33.748643,-118.308954
367,san rafael,california,"285 Smith Ranch Rd, San Rafael, CA 94903",38.022836,-122.522825
368,sanger,california,"Recreation Ave & 7th St, Sanger, CA 93657",36.707933,-119.547376
369,santa ana,california,"3000 W Edinger Ave, Santa Ana, CA 92704",33.725634,-117.907648
370,santa barbara,california,"138 E Cabrillo Blvd, Santa Barbara, CA 93101",34.413343,-119.687369
371,santa clara,california,"2410 Cabrillo Ave, Santa Clara, CA 95051",37.35882,-121.969439
372,santa clarita,california,"20850 Centre Pointe Pkwy, Santa Clarita, CA 91350",34.413002,-118.498924
373,santa cruz,california,"506 Woodland Way, Santa Cruz, CA 95608",36.953901,-122.052373
374,santa cruz,california,"225 San Lorenzo, Blvd Santa Cruz, CA 95060",36.968729,-122.020536
375,santa cruz,california,"1435 Jose Avenue, Santa Cruz, CA 95062",36.976179,-121.99077
376,santa maria,california,"2200 S College Dr, Santa Maria, CA 93455",34.92067,-120.424374
377,santa maria,california,"3400 Skyway Dr, Santa Maria, CA 93455",34.899237,-120.44234
378,santa maria,california,"250 Town Center E, Santa Maria, CA 93454",34.9521208,-120.4334876
379,santa monica,california,"1433 Olympic Blvd, Santa Monica, CA 90404",34.02051,-118.4803
380,santa monica,california,"1633 Purdue Ave, Los Angeles, CA 90025",34.045458,-118.449859
381,santa paula,california,"118 S 10th St, Santa Paula, CA 93060",34.35283,-119.059852
382,santa rosa,california,"1500 Fulton Rd, Santa Rosa, CA 95403",38.460731,-122.770241
383,santee,california,"10250 Woodglen Vista Dr, Santee, CA 92071",32.866676,-116.974298
384,scotts valley,california,"361 Kings Village Rd, Scotts Valley 95066",37.050365,-122.030479
385,sebastopol,california,"6767 Laguna Park Way, Sebastopol, CA 95472",38.405543,-122.821098
386,selma,california,"1811 Whitson St, Selma, CA 93662",36.565295,-119.613014
387,shafter,california,"698 E Ash Ave, Shafter, CA 93263",35.49647,-119.269875
388,shasta lake,california,"4671 Front St, Shasta Lake 96019",40.681271,-122.362373
389,simi valley,california,4226 Valley Fair St Simi Valley 93063,34.2722256,-118.7127512
390,soda springs (tahoe),california,"19749 Boreal Ridge Rd, Soda Springs 95728",39.3376898,-120.3497574
391,soledad,california,"Andalucia Dr & Ticino St, Soledad, CA 93960",36.429308,-121.323263
392,solvang,california,"501 Chalk Hill, Rd Solvang, CA 93463",34.6005,-120.142376
393,sonoma,california,"Main St & Verano Ave, Sonoma, CA 95476",38.302087,-122.476223
394,sonora,california,"330 Greenley Rd, Sonora, CA 95370",37.983448,-120.36777
395,south gate,california,"9520 Hildreth Ave, South Gate, CA 90280",33.946954,-118.185999
396,south lake tahoe,california,"1201 Al Tahoe Blvd, South Lake Tahoe, CA 96150",38.930512,-119.968042
397,south lake tahoe,california,"867 Eloise Ave, South Lake Tahoe, CA 96150",38.918302,-120.007833
398,south pasadena,california,"660 Stoney Dr, South Pasadena, CA 91030",34.1177119,-118.1664454
399,st. helena,california,"360 Crane Ave, Saint Helena, CA 94574",38.493762,-122.464616
400,stockton,california,"6137 N El Dorado, St Stockton, CA 95207",38.0093,-121.309345
401,sun valley,california,"Sheldon St & Remick Ave, Sun Valley, CA 91352",34.231307,-118.405793
402,sun valley,california,"9457 San Fernando Rd, Sun Valley, CA 91352",34.241173,-118.396853
403,sunnyvale,california,"540 N Fair Oaks Ave, Sunnyvale, CA 94085",37.384342,-122.014598
404,taft,california,"203 S 10th St Taft, CA 93268",35.144214,-119.465827
405,tehachapi,california,"28400 Stallion Springs Dr, Tehachapi, CA 93561",35.080911,-118.63532
406,tehachapi,california,"490 W D St, Tehachapi, CA 93561",35.12949,-118.454699
407,temecula,california,"42569 Margarita Rd, Temecula, CA 92592",33.498957,-117.121142
408,templeton,california,"S Main St & 6th St Templeton, CA 93465",35.54784,-120.705679
409,thousand oaks (newbury park),california,"190 N Reino Rd, Thousand Oaks, CA 91320",34.179397,-118.952006
410,tracy,california,"2399 Parker Ave, Tracy, CA 95376",37.756187,-121.430022
411,truckee,california,"10695 Brockway Rd, Truckee, CA 96161",39.32647,-120.172647
412,tulare,california,"85 W Tulare Ave, Tulare, CA 93274",36.207158,-119.348756
413,twentynine palms,california,"74362 Joe Davis Dr, Twentynine Palms, CA 92277",34.147283,-116.039459
414,ukiah,california,"1041 Low Gap Rd, Ukiah, CA 95482",39.161685,-123.224364
415,union city,california,"34009 Alvarado-Niles Rd, Union City, CA 94587",37.586624,-122.026158
416,upland,california,"1285 San Bernardino Rd, Upland, CA 91786",34.103441,-117.634282
417,vacaville,california,"1104 Alamo Dr, Vacaville, CA 95687",38.341076,-121.993237
418,vallejo,california,"1805 Ascot Pkwy, Vallejo, CA 94591",38.118641,-122.204671
419,valley center,california,"28246 Lilac Road, Valley Center, CA 92082",33.218686,-117.0393
420,vandenberg afb,california,"Montana Ave & Summerhill Ave, Vandenberg AFB, CA 93437",34.750969,-120.531855
421,ventura,california,"17 Cambria Ave, Ventura, CA 93004",34.283214,-119.180083
422,ventura,california,"Dean Dr & Chapel Dr, Ventura, CA 93003",34.268131,-119.244064
423,ventura,california,"450 W Harrison Ave, Ventura, CA 93001",34.285736,-119.305371
424,visalia,california,"345 N Jacob St, Visalia, CA 93291",36.332654,-119.303473
425,vista,california,"1074 La Mirada Ct, Vista, CA 92081",33.1526762,-117.225984
426,walnut creek,california,"1747 Heather Dr, Walnut Creek, CA 94598",37.916954,-122.041644
427,wasco,california,"679 Parkside Dr, Wasco, CA 93280",35.594838,-119.356139
428,watsonville,california,"30 Harkins Slough Rd, Watsonville, CA 95076",36.914273,-121.771916
429,weed,california,"1299 Railroad Ave, Weed, CA 96094",41.438451,-122.386462
430,west covina,california,"1615 W Merced Ave, West Covina, CA 91790",34.06378,-117.947986
431,westlake village,california,"31107 Thousand Oaks Blvd, Westlake Village, CA 91362",34.15968,-118.79885
432,westminster,california,"13900 Monroe St, Westminster, CA 92683",33.760495,-117.985184
433,whittier,california,"7610 Washington Ave, Whittier, CA 90602",33.973293,-118.033603
434,willits,california,"1022 E Commercial St, Willits, CA 95490",39.413194,-123.341439
435,windsor,california,"9640 Brooks Rd S, Windsor, CA 95492",38.55923,-122.807092
436,yreka,california,"W Miner St & S West St, Yreka, CA 96097",41.733039,-122.643725
437,yuba city,california,"810 Gray Ave, Yuba City, CA 95991",39.137799,-121.632407
438,yuba city,california,"1179 Eager Rd, Yuba City, CA 95953",39.19044,-121.63283
439,yucaipa,california,"11937 13th St, Yucaipa, CA 92399",34.035019,-117.092452
440,yucca valley,california,"Antelope Trail & Dumosa Ave, Yucca Valley, CA 92284",34.12558,-116.419153
441,adams,oregon,"Morrison St & Commercial St, Adams, OR 97810",45.768477,-118.564034
442,albany,oregon,"1225 SE 6th Ave, Albany, OR 97321",44.635324,-123.088651
443,ashland,oregon,"280 Water St, Ashland, OR 97520",42.201712,-122.712903
444,astoria,oregon,"Florence Ave & S Denver Ave, Astoria, OR 97103",46.178724,-123.851457
445,athena,oregon,"1621 S 1st St, Athena, OR 97813",45.811466,-118.493834
446,aumsville,oregon,"1115 Main St, Aumsville, OR 97325",44.840326,-122.878089
447,baker city,oregon,"500 Baker St, Baker City, OR 97814",44.779591,-117.812227
448,bay city,oregon,"4th St & A St, Bay City, OR 97107",45.525451,-123.891427
449,beaverton,oregon,"13440 SW Berthold Ave, Beaverton, OR 97005",45.479838,-122.81544
450,beaverton,oregon,"NW Schlottman Pl, Beaverton, OR 97006",45.5239491,-122.8370892
451,bend,oregon,"292 SE 15th St, Bend, OR 97702",44.048061,-121.285937
452,bend,oregon,"1398 SE Wilson Ave, Bend, OR 97702",44.044592,-121.285216
453,boardman,oregon,"198 3rd St NE, Boardman, OR 97818",45.840529,-119.690045
454,brookings,oregon,"883 3rd St, Brookings, OR 97415",42.062397,-124.293535
455,burns,oregon,"160 Circle D N, Burns, OR 97738",43.562652,-119.082706
456,canby,oregon,"1175 NW 3rd Ave, Canby, OR 97013",45.259306,-122.706671
457,cannon beach,oregon,"Spruce St & W 2nd St, Cannon Beach, OR 97110",45.898502,-123.958596
458,cave junction,oregon,"241 S Junction Ave, Cave Junction, OR 97523",42.164336,-123.643442
459,central point,oregon,"441 S 4th St, Central Point, OR 97502",42.371769,-122.910399
460,clackamas,oregon,"8921 SE Jannsen Rd, Clackamas, OR 97015",45.414593,-122.571365
461,clatskanie,oregon,"610 NE 5th St, Clatskanie, OR 97016",46.103829,-123.19846
462,coos bay,oregon,"N 8Th St & Commercial Ave, Coos Bay, OR 97420",43.36915,-124.220355
463,corbett,oregon,"35800 Historic Columbia River Hwy, Corbett, OR 97019",45.529647,-122.293766
464,corvallis,oregon,"SW 2nd St & Sw B Ave, Corvallis, OR 97333",44.557661,-123.262958
465,cottage grove,oregon,"714 S Goshen-Divide Hwy, Cottage Grove, OR 97424",43.790667,-123.063601
466,dallas,oregon,"1005 SE Lacreole Dr, Dallas, OR 97338",44.919777,-123.300094
467,donald,oregon,"Donald Rd NE & Matthieu St NE, Donald, OR 97020",45.22243,-122.83779
468,echo,oregon,"99 Bridge St, Echo, OR 97826",45.741874,-119.197311
469,enterprise,oregon,"699 E 4th St, Enterprise, OR 97828",45.42037,-117.273108
470,estacada,oregon,"747 NW Wade St, Estacada, OR 97828",45.295661,-122.338197
471,eugene,oregon,"Amazon Pkwy & E 29th Ave, Eugene, OR 97405",44.026213,-123.082632
472,eugene,oregon,"Jeffrey Way & Haviture Way, Eugene, OR 97402",44.080121,-123.199524
473,eugene,oregon,"2700 Gilham Rd, Eugene, OR 97408",44.092352,-123.080513
474,eugene,oregon,"1973 Bailey Hill Rd, Eugene, OR 97405",44.037317,-123.151806
475,eugene,oregon,"1400 Lake Dr, Eugene, OR 97404",44.086038,-123.137591
476,eugene,oregon,"2771 Edison St, Eugene, OR 97402",44.068377,-123.138251
477,eugene,oregon,"159 Jefferson St, Eugene, OR 97402",44.058032,-123.101299
478,florence,oregon,"1601 18th St, Florence, OR 97439",43.982868,-124.104835
479,forest grove,oregon,"2807 Main St, Forest Grove, OR 97116",45.529175,-123.111388
480,gold beach,oregon,"29759 Ellensburg Ave, Gold Beach, OR 97444",42.415121,-124.420368
481,gold hill,oregon,"14745 Sams Valley Hwy, Gold Hill, OR 97525",42.435949,-123.04305
482,grants pass,oregon,"594 SE Mill St, Grants Pass, OR 97526",42.431274,-123.320277
483,gresham,oregon,"1 SE Roberts Ave, Gresham, OR 97080",45.497315,-122.429262
484,gresham,oregon,"311 NE 194th Ave, Gresham, OR 97230",45.525106,-122.462491
485,happy valley,oregon,"13664 SE Ridgecrest Rd, Happy Valley, OR 97086",45.453864,-122.52251
486,harrisburg,oregon,"530 Smith St, Harrisburg, OR 97446",44.272027,-123.167152
487,hermiston,oregon,"683 S 1st St, Hermiston, OR 97838",45.83758,-119.290938
488,hillsboro,oregon,"1781 SW Cornelius Pass Rd, Hillsboro, OR 97123",45.507668,-122.90256
489,hood river,oregon,"Wasco Ave & N 20th St, Hood River, OR 97031",45.710988,-121.532782
490,hubbard,oregon,"4170 5th st, Hubbard, OR 97032",45.187839,-122.803553
491,irrigon,oregon,"601 N Main Ave, Irrigon, OR 97844",45.895909,-119.493172
492,jacksonville,oregon,"241 W D St, Jacksonville, OR 97530",42.316112,-122.970402
493,john day,oregon,"381 NE 7th Ave, John Day, OR 97845",44.421625,-118.947964
494,junction city,oregon,"1498 Laurel St, Junction City, OR 97448",44.226518,-123.207919
495,keizer,oregon,"4925 Rickman Rd NE, Keizer Or, 97303",44.995206,-123.019227
496,klamath falls,oregon,"4500 Foothills Blvd, Klamath Falls, OR 97603",42.222709,-121.731926
497,la grande,oregon,"499 Palmer Ave, La Grande, OR 97850",45.334781,-118.102434
498,lincoln city,oregon,"NE Devil's Point Dr, Lincoln City, OR 97367",44.982452,-124.003789
499,madras,oregon,"SW H St & SW Marshall St, Madras, OR 97741",44.627368,-121.138084
500,mcminnville,oregon,"1650 SE Brooks St, Mcminnville, OR 97128",45.206654,-123.177376
501,medford,oregon,"646 Highland Dr, Medford, OR 97504",42.319622,-122.850566
502,milton freewater,oregon,"870 Robbins St, Milton-Freewater, OR 97862",45.944513,-118.396564
503,molalla,oregon,"221 Kennel St, Molalla, OR 97038",45.149444,-122.578543
504,monmouth (independence),oregon,"1500 Monmouth Independence Hwy, Monmouth, OR 97361",44.851445,-123.218334
505,myrtle creek,oregon,"182 NE Rice St, Myrtle Creek, OR 97457",43.029698,-123.284559
506,myrtle point,oregon,"120 Ash St, Myrtle Point, OR 97458",43.065957,-124.145024
507,nehalem,oregon,"12928 B St, Nehalem, OR 97131",45.718878,-123.895405
508,newberg,oregon,"1201 S Blaine St, Newberg ,Or 97132",45.290026,-122.977047
509,newport,oregon,"691 NW High St, Newport, OR 97365",44.641414,-124.059548
510,ontario,oregon,"399 SW 7th St, Ontario, OR 97914",44.024823,-116.973184
511,oregon city,oregon,"1955 Clackamette Dr, Oregon City, OR 97045",45.371017,-122.601888
512,pendleton,oregon,"OR-37 & Westgate, Pendleton, OR 97801",45.672328,-118.811457
513,philomath,oregon,"227 S 23Rd St, Philomath, OR 97370",44.537986,-123.35177
514,port orford,oregon,"Lakeshore Dr & Hamlet Pl, Port Orford, OR 97465",42.751066,-124.502408
515,portland,oregon,"5200 NE Alberta St, Portland, OR",45.558786,-122.608314
516,portland,oregon,"1425 SE 20th Ave, Portland, OR 97214",45.5124137,-122.6457875
517,portland,oregon,"30 NE 2nd Ave, Portland, OR 97232",45.523127,-122.663455
518,portland,oregon,"3601 SE 102nd Ave, Portland, OR 97204",45.495643,-122.559498
519,portland,oregon,"6998 SW 45th Ave, Portland, OR 97219",45.47429,-122.721314
520,portland,oregon,"2831 NE 82nd Ave, Portland, OR 97220",45.542917,-122.579942
521,portland,oregon,"10819 SW Capitol Hwy, Portland, OR 97219",45.447034,-122.725876
522,portland,oregon,"9001 N Bruce Ave, Portland, OR 97203",45.603134,-122.760509
523,portland (tigard),oregon,"13125 SE Hall Blvd, Portland, OR 97223",45.425715,-122.766208
524,prineville,oregon,"440 NE Juniper St, Prineville, OR 97754",44.304452,-120.83578
525,rainier,oregon,"215 W A St, Rainier, OR 97048",46.092227,-122.942091
526,redmond,oregon,"293 SW 15th St, Redmond, OR 97756",44.276186,-121.184693
527,reedsport,oregon,"2099 Elm Ave, Reedsport, Oregon 97467",43.695073,-124.121044
528,roseburg,oregon,"Duck Pond St, Roseburg, OR 97471",43.227318,-123.37019
529,salem,oregon,"220 Union St NE, Salem, OR 97301",44.945983,-123.038772
530,sandy,oregon,"17161 SE Meinig Ave, Sandy, OR 97055",45.399378,-122.260142
531,scappoose,oregon,"52493 SE 2nd St, Scappoose, OR 97056",45.75738,-122.877324
532,seaside,oregon,"1147 Broadway St, Seaside, OR 97138",45.993482,-123.917218
533,sheridan,oregon,"599 NE Yamhill St, Sheridan, OR 97378",45.099952,-123.389059
534,siletz,oregon,"484 SW Swan Ave, Siletz, OR 97380",44.720566,-123.920399
535,silverton,oregon,"740 W Main St, Silverton, OR 97381",44.999044,-122.793376
536,sisters,oregon,"Mckenzie Hwy & Mckinney Butte Rd, Sisters, OR 97759",44.2958,-121.57959
537,springfield,oregon,"1276 G St, Springfield, OR 97477",44.05346,-123.006058
538,st. helens,oregon,"405 S 18th St, St Helens, OR 97051",45.853667,-122.815285
539,sweet home,oregon,"1920 Long St, Sweet Home Or 97386",44.398373,-122.720632
540,talent,oregon,"109 John St, Talent, OR 97540",42.243586,-122.788653
541,the dalles,oregon,"602 W 2nd St, The Dalles, OR 97058",45.605396,-121.191834
542,toledo,oregon,"801 NW A St, Toledo, OR 97391",44.625398,-123.939714
543,tualatin,oregon,"8515 SW Tualatin Rd, Tualatin, OR 97062",45.38603,-122.763875
544,veneta,oregon,"88090 Territorial Hwy, Veneta, OR 97487",44.048451,-123.351908
545,waldport,oregon,"1551 S Crestline Dr, Waldport, OR 97394",44.417652,-124.06489
546,west linn,oregon,"3999 Fairview Way, West Linn, OR 97068",45.393513,-122.641857
547,west linn,oregon,"3799 Wild Rose Dr, West Linn, OR 97068",45.364186,-122.6407
548,white city,oregon,"7800 Division Rd, White City, OR 97503",42.429928,-122.84632
549,willamina,oregon,"410 NE 3rd St, Willamina, OR 97396",45.082214,-123.482619
550,wilsonville,oregon,"8100 SW Wilsonville Rd, Wilsonville, OR 97070",45.298637,-122.76012
551,winston,oregon,"245 Thompson Ave, Winston, OR 97496",43.115047,-123.411853
552,woodburn,oregon,"480 S Settlemier Ave, Woodburn, OR 97071",45.140346,-122.86183
553,aberdeen,washington,"S Dewey St & E Perry St, Aberdeen, WA 98520",46.966905,-123.791699
554,airway heights,washington,"745 S Lawson St, Airway Heights, WA 99001",47.648024,-117.588225
555,anacortes,washington,"R Ave & 23rd St Anacortes, WA 98221",48.503327,-122.608992
556,arlington,washington,"6000 188th St NE, Arlington, WA 98223",48.166227,-122.150585
557,auburn,washington,"839 28th St NE, Auburn, WA 98002",47.33213,-122.216373
558,auburn,washington,"69th St SE & Lakeland Hills Way, Auburn, WA 98092",47.246077,-122.210852
559,auburn,washington,"17201 SE 392nd St , Auburn, WA 98092",47.249853,-122.11276
560,bainbridge island,washington,"7666 High School Rd NE, Bainbridge Island, WA 98110",47.638274,-122.54918
561,battle ground,washington,"912 E Main St, Battle Ground, WA 98604",45.781774,-122.528202
562,bellevue,washington,"14224 Bel-Red Rd, Bellevue, WA 98007",47.6255526,-122.1507019
563,bellevue,washington,"16000 NE 10th St, Bellevue, WA 98008",47.619132,-122.126274
564,bellevue,washington,"14230 NE 20th Pl, Bellevue, WA 98007",47.626485,-122.15113
565,bellevue,washington,"5000 Village Park Dr SE, Bellevue, WA 98006",47.55729,-122.111902
566,bellingham,washington,"1340 Puget St, Bellingham, WA 98229",48.746869,-122.455179
567,bingen,washington,"413 W Humboldt St, Bingen, WA 98605",45.7169518,-121.4703292
568,black diamond,washington,"25263 Park St, Black Diamond, WA 98010",47.311667,-122.005236
569,blaine,washington,"635 4th St, Blaine, WA 98230",48.99469,-122.748406
570,bonney lake,washington," 7250 W Tapps Hwy E, Bonney Lake, WA 98391",47.190347,-122.166269
571,bremerton,washington,"1950 Homer Jones Dr, Bremerton, WA 98310",47.578601,-122.621326
572,bremerton,washington,"C Lot, Bremerton, WA 98337",47.561815,-122.642272
573,brier,washington,"228th St SW & 25th Ave W, Lynnwood, WA 98036",47.792425,-122.26721
574,buckley,washington,"251 River Ave, Buckley, WA 98321",47.160784,-122.031797
575,burien,washington,"14501 4th Ave SW, Burien, WA 98166",47.472715,-122.339582
576,burlington,washington,"871 S Section St, Burlington, WA 98233",48.46798,-122.314815
577,camas,washington,"2902 NE 3rd Ave, Camas, WA 98607",45.588061,-122.37525
578,carnation,washington,"3851 Tolt Ave, Carnation, WA 98014",47.643239,-121.913586
579,castle rock,washington,"Dike Rd & 3rd Ave SW, Castle Rock, WA 98611",46.267661,-122.912473
580,centralia,washington,"Lowe St, Centralia, WA 98531",46.724927,-122.971256
581,chelan,washington,"500 W Manson Hwy, Chelan, WA 98816",47.844322,-120.025013
582,chewelah,washington,"301 E Webster Ave, Chewelah, WA 99109",48.27802,-117.713847
583,clarkston,washington,"1020 2nd St, Clarkston, WA 99403",46.410376,-117.03986
584,cle elum,washington,"609 Stuart View Dr, Cle Elum, WA 98922",47.196975,-120.950339
585,colfax,washington," 1301 N Morton St, Colfax, WA 99111",46.895891,-117.358837
586,covington,washington,"24942 164th Ave SE, Covington, WA 98042",47.37609,-122.122646
587,cusick,washington,"170 S 1st Ave, Cusick, WA 99119",48.336496,-117.293746
588,deer park,washington,"122 E B St, Deer Park, WA 99006",47.952125,-117.474375
589,des moines,washington,"1069 S 219th St, Des Moines, WA 98198",47.405637,-122.320305
590,duvall,washington,"28460 NE Big Rock Rd, Duvall, WA 98019",47.720574,-121.958148
591,east olympia,washington,"2316 Friendly Grove Rd NE, Olympia, WA 98506",47.066029,-122.870108
592,east wenatchee,washington," 660 N James Ave, East Wenatchee, WA 98802",47.415633,-120.268996
593,eatonville,washington,"114 Alder St E, Eatonville, WA 98328",46.862766,-122.264402
594,edmonds,washington,"350 6th Ave N, Edmonds, WA 98020",47.81271,-122.3739
595,ellensburg,washington,"105 N Pearl St, Ellensburg, WA 98926",46.99304,-120.547628
596,enumclaw,washington,"Fell St & Hillcrest Ave. Enumclaw, WA 98022",47.20939,-121.990448
597,ephrata,washington,"498 A St SE, Ephrata, WA 98823",47.31219,-119.549346
598,everett,washington,"1226 W Casino Rd, Everett, WA 98204",47.919198,-122.250852
599,everett,washington,"2600 10th St, Everett, WA 98201",48.003664,-122.194407
600,fairfield,washington,"101 1st St, Fairfield, WA 99012",47.386428,-117.173937
601,federal way,washington,"2645 S 312th St, Federal Way, WA 98003",47.322001,-122.298129
602,forks,washington,"437 Tillicum Ln, Forks, WA 98331",47.955478,-124.383277
603,fort lewis,washington,"Liggett Ave & 41st Division Dr, McChord AFB, WA 98433",47.087193,-122.5909
604,friday harbor,washington,"846 Argyle Ave, Friday Harbor, WA 98250",48.525957,-123.01725
605,gig harbor,washington,"3510 Grandview St, Gig Harbor, WA 98335",47.321973,-122.586603
606,goldendale,washington,"210 N Wilbur Ave, Goldendale, WA 98620",45.825932,-120.818619
607,grand coulee,washington,"Grand Coulee Ave, Grand Coulee, WA 99133",47.938559,-119.01311
608,hoquiam,washington,"494 W Emerson Ave, Hoquiam, WA 98550",46.981782,-123.913682
609,issaquah,washington,"301 Rainier Blvd S, Issaquah, WA 98027",47.526251,-122.033145
610,kelso,washington,"1400 Burcham St, Kelso, WA 98626",46.150144,-122.899139
611,kenmore,washington,"68th Ave NE & NE 182nd St, Kenmore, WA 98028",47.761178,-122.249341
612,kennewick,washington,"713 S Dayton St, Kennewick, WA 99336",46.201387,-119.122553
613,kent,washington,"25820 42nd Ave S, Kent, WA 98032",47.369924,-122.280616
614,kent,washington,"24055 116th Ave Se, Kent, WA 98030",47.386486,-122.187289
615,kent,washington,"909 W Smith, Kent WA 98032",47.383472,-122.24189
616,kettle falls,washington,"660 Meyers St, Kettle Falls, WA 99141",48.607113,-118.056569
617,kingston,washington,"25500 Lindvog Road NE, Kingston, WA 98346",47.800442,-122.504173
618,kirkland,washington,"365 Central Way, Kirkland, WA 98033",47.677443,-122.200864
619,la center,washington,"1000 NE Lockwood Creek Rd, La Center, WA 98629",45.862738,-122.659267
620,la conner,washington,"399 N 6th St, La Conner, WA 98257",48.397063,-122.490526
621,lacey,washington,"4527 Ruddell Rd SE, Lacey, WA 98503",47.004751,-122.810727
622,lakewood,washington,"6002 Fairlawn Rd, Lakewood, WA 98499",47.175315,-122.517867
623,langley,washington,"5481 Maxwelton Rd, Langley, WA 98260",48.008687,-122.406565
624,leavenworth,washington,"10190 Chumstick Hwy, Leavenworth, WA 98826",47.601785,-120.652224
625,liberty lake,washington,"E Country Vista Dr & N Molter Rd, Liberty Lake, Washington 99019",47.663943,-117.090007
626,long beach,washington,"Sid Snyder Dr & Shoreview Dr, Long Beach, WA 98631",46.346895,-124.058424
627,longview,washington,"2752 Douglas St, Longview, WA 98632",46.132947,-122.957213
628,lopez island,washington,"Fisherman Bay Rd & Village Rd, Lopez Island, WA",48.525977,-122.910314
629,lyle,washington,"Klickitat St & 3rd St, Lyle, WA 98635",45.695063,-121.286617
